2023-12-26 10:08:15,406 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================2
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) [tomcat-embed-websocket-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.SameSiteFilter.doFilter(SameSiteFilter.java:45) [main/:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.ContextFilter.doFilter(ContextFilter.java:188) [main/:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.ControlFilter.doFilter(ControlFilter.java:167) [main/:?]
	at javax.servlet.http.HttpFilter.doFilter(HttpFilter.java:53) [tomcat-servlet-api-9.0.82.jar:4.0.FR]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.logging.log4j.web.Log4jServletFilter.doFilter(Log4jServletFilter.java:71) [log4j-web-2.20.0.jar:2.20.0]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:168) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:481) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:130) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.valves.AbstractAccessLogValve.invoke(AbstractAccessLogValve.java:670) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:342) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.coyote.http2.StreamProcessor.service(StreamProcessor.java:432) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.coyote.http2.StreamProcessor.process(StreamProcessor.java:90) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.coyote.http2.StreamRunnable.run(StreamRunnable.java:35) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191) [tomcat-util-9.0.82.jar:9.0.82]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) [tomcat-util-9.0.82.jar:9.0.82]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) [tomcat-util-9.0.82.jar:9.0.82]
	at java.lang.Thread.run(Unknown Source) [?:?]
2023-12-26 19:01:09,382 |jsse-nio-8443-exec-3 |RequestHandler                |E| Request createOrUpdateExamTopicMappingMasterEvent caused an error with the following message: Error calling event: org.apache.ofbiz.webapp.event.EventHandlerException: Problems processing event: java.lang.IllegalArgumentException: Passed List had more than one value. (Passed List had more than one value.)
2023-12-26 19:03:37,599 |jsse-nio-8443-exec-8 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:03:37,603 |jsse-nio-8443-exec-8 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}]}
2023-12-26 19:06:30,753 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [DIFFICULTY_LEVEL] of table [public.QUESTION_MASTER] of entity [QuestionMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,758 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,758 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [IS_FLAGGED] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,758 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [NO_OF_QUESTIONS] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,758 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_WRONG] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,758 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_CORRECT] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,758 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,758 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [CORRECT_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,759 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,759 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:06:30,759 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [MAX_SPLIT_ATTEMPTS] of table [public.USER_EXAM_MAPPING_MASTER] of entity [UserExamMappingMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 19:13:39,841 |jsse-nio-8443-exec-4 |NoModule                      |O| ExamID ==========================================null
2023-12-26 19:13:46,483 |jsse-nio-8443-exec-2 |NoModule                      |O| examName is........????????English
2023-12-26 19:13:46,495 |jsse-nio-8443-exec-2 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=1, questionsPerExam=100, examName=English, percentage=100.00, examId=2, topicPassPercentage=25.00, topicName=firstTopic}, {topicId=2, questionsPerExam=100, examName=English, percentage=100.00, examId=2, topicPassPercentage=25.00, topicName=secondTopic}]}
2023-12-26 19:17:43,923 |jsse-nio-8443-exec-3 |NoModule                      |O| examName is........????????English
2023-12-26 19:17:43,924 |jsse-nio-8443-exec-3 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=1, questionsPerExam=100, examName=English, percentage=100.00, examId=2, topicPassPercentage=25.00, topicName=firstTopic}, {topicId=2, questionsPerExam=100, examName=English, percentage=100.00, examId=2, topicPassPercentage=25.00, topicName=secondTopic}]}
2023-12-26 19:17:46,025 |jsse-nio-8443-exec-8 |NoModule                      |O| ExamID ==========================================null
2023-12-26 19:17:47,238 |jsse-nio-8443-exec-1 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:17:47,242 |jsse-nio-8443-exec-1 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}]}
2023-12-26 19:17:54,817 |jsse-nio-8443-exec-6 |NoModule                      |O| ExamID ==========================================null
2023-12-26 19:17:56,213 |jsse-nio-8443-exec-3 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:17:56,214 |jsse-nio-8443-exec-3 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}]}
2023-12-26 19:18:29,147 |jsse-nio-8443-exec-9 |NoModule                      |O| examId...7
2023-12-26 19:18:29,148 |jsse-nio-8443-exec-9 |NoModule                      |O| examId...18
2023-12-26 19:18:29,148 |jsse-nio-8443-exec-9 |NoModule                      |O| topicName....Params
2023-12-26 19:18:29,148 |jsse-nio-8443-exec-9 |NoModule                      |O| percentage30%
2023-12-26 19:18:29,148 |jsse-nio-8443-exec-9 |NoModule                      |O| topicPasspercentage10%
2023-12-26 19:18:29,148 |jsse-nio-8443-exec-9 |NoModule                      |O| questionsPerexam45
2023-12-26 19:20:02,941 |jsse-nio-8443-exec-8 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:20:02,952 |jsse-nio-8443-exec-8 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}, {topicId=18, questionsPerExam=45, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=10.00, topicName=Params}]}
2023-12-26 19:20:20,729 |jsse-nio-8443-exec-5 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:20:20,730 |jsse-nio-8443-exec-5 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}, {topicId=18, questionsPerExam=45, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=10.00, topicName=Params}]}
2023-12-26 19:21:45,826 |jsse-nio-8443-exec-6 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:21:45,827 |jsse-nio-8443-exec-6 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}, {topicId=18, questionsPerExam=45, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=10.00, topicName=Params}]}
2023-12-26 19:21:59,849 |jsse-nio-8443-exec-7 |NoModule                      |O| examId...7
2023-12-26 19:21:59,849 |jsse-nio-8443-exec-7 |NoModule                      |O| examId...19
2023-12-26 19:21:59,849 |jsse-nio-8443-exec-7 |NoModule                      |O| topicName....Spreadoperator
2023-12-26 19:21:59,849 |jsse-nio-8443-exec-7 |NoModule                      |O| percentage30
2023-12-26 19:21:59,849 |jsse-nio-8443-exec-7 |NoModule                      |O| topicPasspercentage10
2023-12-26 19:21:59,849 |jsse-nio-8443-exec-7 |NoModule                      |O| questionsPerexam45
2023-12-26 19:22:00,372 |jsse-nio-8443-exec-8 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:22:00,383 |jsse-nio-8443-exec-8 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}, {topicId=18, questionsPerExam=45, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=10.00, topicName=Params}, {topicId=19, questionsPerExam=45, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=10.00, topicName=Spreadoperator}]}
2023-12-26 19:24:37,679 |jsse-nio-8443-exec-2 |NoModule                      |O| examId...7
2023-12-26 19:24:37,679 |jsse-nio-8443-exec-2 |NoModule                      |O| examId...20
2023-12-26 19:24:37,679 |jsse-nio-8443-exec-2 |NoModule                      |O| topicName....Threads
2023-12-26 19:24:37,679 |jsse-nio-8443-exec-2 |NoModule                      |O| percentage30%
2023-12-26 19:24:37,679 |jsse-nio-8443-exec-2 |NoModule                      |O| topicPasspercentage15%
2023-12-26 19:24:37,679 |jsse-nio-8443-exec-2 |NoModule                      |O| questionsPerexam50
2023-12-26 19:24:38,342 |jsse-nio-8443-exec-6 |NoModule                      |O| examName is........????????Reactjs
2023-12-26 19:24:38,353 |jsse-nio-8443-exec-6 |NoModule                      |O| ExamTopicMapping{ExamTopicMapping=[{topicId=10, questionsPerExam=50, examName=Reactjs, percentage=100.00, examId=7, topicPassPercentage=25.00, topicName=Hooks}, {topicId=14, questionsPerExam=30, examName=Reactjs, percentage=50.00, examId=7, topicPassPercentage=25.00, topicName=UseHooks}, {topicId=18, questionsPerExam=45, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=10.00, topicName=Params}, {topicId=19, questionsPerExam=45, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=10.00, topicName=Spreadoperator}, {topicId=20, questionsPerExam=50, examName=Reactjs, percentage=30.00, examId=7, topicPassPercentage=15.00, topicName=Threads}]}
2023-12-26 19:26:07,702 |jsse-nio-8443-exec-4 |NoModule                      |O| examId...7
2023-12-26 19:26:07,702 |jsse-nio-8443-exec-4 |NoModule                      |O| examId...
2023-12-26 19:26:07,702 |jsse-nio-8443-exec-4 |NoModule                      |O| topicName....
2023-12-26 19:26:07,702 |jsse-nio-8443-exec-4 |NoModule                      |O| percentage
2023-12-26 19:26:07,702 |jsse-nio-8443-exec-4 |NoModule                      |O| topicPasspercentage
2023-12-26 19:26:07,702 |jsse-nio-8443-exec-4 |NoModule                      |O| questionsPerexam
2023-12-26 19:26:07,756 |jsse-nio-8443-exec-4 |GenericDelegator              |E| Failure in create operation for entity [ExamTopicMappingMaster]: org.apache.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ExamTopicMappingMaster][createdStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][createdTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][examId,7(java.lang.String)][lastUpdatedStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][lastUpdatedTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][percentage,null()][questionsPerExam,null()][topicId,00021(java.lang.String)][topicPassPercentage,null()] (SQL Exception while executing the following:INSERT INTO public.EXAM_TOPIC_MAPPING_MASTER (EXAM_ID, TOPIC_ID, PERCENTAGE, TOPIC_PASS_PERCENTAGE, QUESTIONS_PER_EXAM, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?) (ERROR: insert or update on table "exam_topic_mapping_master" violates foreign key constraint "etmm_tm_type_id"
  Detail: Key (topic_id)=(00021) is not present in table "topic_master".)). Rolling back transaction.
2023-12-26 19:26:07,757 |jsse-nio-8443-exec-4 |EntityAutoEngine              |E| Error doing entity-auto operation for entity [ExamTopicMappingMaster] in service [createExamTopicMappingMaster]: org.apache.ofbiz.entity.GenericEntityException: org.apache.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ExamTopicMappingMaster][createdStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][createdTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][examId,7(java.lang.String)][lastUpdatedStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][lastUpdatedTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][percentage,null()][questionsPerExam,null()][topicId,00021(java.lang.String)][topicPassPercentage,null()] (SQL Exception while executing the following:INSERT INTO public.EXAM_TOPIC_MAPPING_MASTER (EXAM_ID, TOPIC_ID, PERCENTAGE, TOPIC_PASS_PERCENTAGE, QUESTIONS_PER_EXAM, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?) (ERROR: insert or update on table "exam_topic_mapping_master" violates foreign key constraint "etmm_tm_type_id"
  Detail: Key (topic_id)=(00021) is not present in table "topic_master".)) (Error while inserting: [GenericEntity:ExamTopicMappingMaster][createdStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][createdTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][examId,7(java.lang.String)][lastUpdatedStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][lastUpdatedTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][percentage,null()][questionsPerExam,null()][topicId,00021(java.lang.String)][topicPassPercentage,null()] (SQL Exception while executing the following:INSERT INTO public.EXAM_TOPIC_MAPPING_MASTER (EXAM_ID, TOPIC_ID, PERCENTAGE, TOPIC_PASS_PERCENTAGE, QUESTIONS_PER_EXAM, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?) (ERROR: insert or update on table "exam_topic_mapping_master" violates foreign key constraint "etmm_tm_type_id"
  Detail: Key (topic_id)=(00021) is not present in table "topic_master".)))
org.apache.ofbiz.entity.GenericEntityException: org.apache.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ExamTopicMappingMaster][createdStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][createdTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][examId,7(java.lang.String)][lastUpdatedStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][lastUpdatedTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][percentage,null()][questionsPerExam,null()][topicId,00021(java.lang.String)][topicPassPercentage,null()] (SQL Exception while executing the following:INSERT INTO public.EXAM_TOPIC_MAPPING_MASTER (EXAM_ID, TOPIC_ID, PERCENTAGE, TOPIC_PASS_PERCENTAGE, QUESTIONS_PER_EXAM, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?) (ERROR: insert or update on table "exam_topic_mapping_master" violates foreign key constraint "etmm_tm_type_id"
  Detail: Key (topic_id)=(00021) is not present in table "topic_master".)) (Error while inserting: [GenericEntity:ExamTopicMappingMaster][createdStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][createdTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][examId,7(java.lang.String)][lastUpdatedStamp,2023-12-26 19:26:07.73(java.sql.Timestamp)][lastUpdatedTxStamp,2023-12-26 19:26:07.702(java.sql.Timestamp)][percentage,null()][questionsPerExam,null()][topicId,00021(java.lang.String)][topicPassPercentage,null()] (SQL Exception while executing the following:INSERT INTO public.EXAM_TOPIC_MAPPING_MASTER (EXAM_ID, TOPIC_ID, PERCENTAGE, TOPIC_PASS_PERCENTAGE, QUESTIONS_PER_EXAM, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?) (ERROR: insert or update on table "exam_topic_mapping_master" violates foreign key constraint "etmm_tm_type_id"
  Detail: Key (topic_id)=(00021) is not present in table "topic_master".)))
	at org.apache.ofbiz.entity.GenericDelegator.create(GenericDelegator.java:921) ~[main/:?]
	at org.apache.ofbiz.entity.GenericValue.create(GenericValue.java:76) ~[main/:?]
	at org.apache.ofbiz.service.engine.EntityAutoEngine.invokeCreate(EntityAutoEngine.java:378) ~[main/:?]
	at org.apache.ofbiz.service.engine.EntityAutoEngine.runSync(EntityAutoEngine.java:124) [main/:?]
	at org.apache.ofbiz.service.ServiceDispatcher.runSync(ServiceDispatcher.java:428) [main/:?]
	at org.apache.ofbiz.service.ServiceDispatcher.runSync(ServiceDispatcher.java:244) [main/:?]
	at org.apache.ofbiz.service.GenericDispatcherFactory$GenericDispatcher.runSync(GenericDispatcherFactory.java:93) [main/:?]
	at com.companyname.onlineexam.events.CreateorUpdateExamTopicMappingEvent.createorUpdateExamTopicEvent(CreateorUpdateExamTopicMappingEvent.java:81) [main/:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
	at org.apache.ofbiz.webapp.event.JavaEventHandler.invoke(JavaEventHandler.java:85) [main/:?]
	at org.apache.ofbiz.webapp.control.RequestHandler.runEvent(RequestHandler.java:1078) [main/:?]
	at org.apache.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:678) [main/:?]
	at org.apache.ofbiz.webapp.control.ControlServlet.handle(ControlServlet.java:231) [main/:?]
	at org.apache.ofbiz.webapp.control.ControlServlet.doPost(ControlServlet.java:81) [main/:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:555) [tomcat-servlet-api-9.0.82.jar:4.0.FR]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:623) [tomcat-servlet-api-9.0.82.jar:4.0.FR]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:209) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) [tomcat-embed-websocket-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.SameSiteFilter.doFilter(SameSiteFilter.java:45) [main/:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.ContextFilter.doFilter(ContextFilter.java:188) [main/:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.ControlFilter.doFilter(ControlFilter.java:167) [main/:?]
	at javax.servlet.http.HttpFilter.doFilter(HttpFilter.java:53) [tomcat-servlet-api-9.0.82.jar:4.0.FR]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.logging.log4j.web.Log4jServletFilter.doFilter(Log4jServletFilter.java:71) [log4j-web-2.20.0.jar:2.20.0]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:168) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:481) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:130) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.valves.AbstractAccessLogValve.invoke(AbstractAccessLogValve.java:670) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:342) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.coyote.http2.StreamProcessor.service(StreamProcessor.java:432) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.coyote.http2.StreamProcessor.process(StreamProcessor.java:90) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.coyote.http2.StreamRunnable.run(StreamRunnable.java:35) [tomcat-coyote-9.0.82.jar:9.0.82]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191) [tomcat-util-9.0.82.jar:9.0.82]
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) [tomcat-util-9.0.82.jar:9.0.82]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) [tomcat-util-9.0.82.jar:9.0.82]
	at java.lang.Thread.run(Unknown Source) [?:?]
