2023-12-26 15:36:56,886 |main                 |CatalinaContainer             |I| Creating context [rest-api]
2023-12-26 18:09:18,419 |catalina-startup-2   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/helveticus])
2023-12-26 18:09:18,486 |catalina-startup-1   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/images])
2023-12-26 18:09:18,504 |catalina-startup-4   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/common])
2023-12-26 18:09:18,509 |catalina-startup-3   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/flatgrey])
2023-12-26 18:09:18,548 |catalina-startup-2   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/bluelight])
2023-12-26 18:09:18,588 |catalina-startup-1   |CatalinaContainer             |I| host[StandardEngine[default-server].StandardHost[0.0.0.0]].addChild(StandardEngine[default-server].StandardHost[0.0.0.0].StandardContext[/webtools])
2023-12-26 18:09:18,590 |main                 |ContainerLoader               |I| Loaded container: catalina-container
2023-12-26 18:09:18,590 |main                 |ContainerLoader               |I| [Startup] Starting containers...
2023-12-26 18:09:18,591 |main                 |ContainerLoader               |I| Starting container component-container
2023-12-26 18:09:18,591 |main                 |ContainerLoader               |I| Started container component-container
2023-12-26 18:09:18,591 |main                 |ContainerLoader               |I| Starting container admin-container
2023-12-26 18:09:18,591 |main                 |ContainerLoader               |I| Started container admin-container
2023-12-26 18:09:18,592 |main                 |ContainerLoader               |I| Starting container delegator-container
2023-12-26 18:09:18,710 |delegator-startup-1  |DelegatorFactoryImpl          |I| Creating new delegator [default] (delegator-startup-1)
2023-12-26 18:09:20,880 |delegator-startup-1  |ModelViewEntity               |W| [TestingCryptoRawView]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: rawEncryptedValue
2023-12-26 18:09:20,881 |delegator-startup-1  |ModelViewEntity               |W| [TestingCryptoRawView]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: rawSaltedEncryptedValue
2023-12-26 18:09:20,984 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByItem]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-26 18:09:20,984 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByItem]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOpen
2023-12-26 18:09:20,985 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-26 18:09:20,985 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemQuantityReportGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOpen
2023-12-26 18:09:20,988 |delegator-startup-1  |ModelViewEntity               |W| [OrderReportSalesGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-26 18:09:20,988 |delegator-startup-1  |ModelViewEntity               |W| [OrderReportSalesGroupByProduct]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: amount
2023-12-26 18:09:20,991 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemAndShipGrpInvResAndItemSum]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: quantityOrdered
2023-12-26 18:09:20,992 |delegator-startup-1  |ModelViewEntity               |W| [OrderItemAndShipGrpInvResAndItemSum]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: totQuantityAvailable
2023-12-26 18:09:20,997 |delegator-startup-1  |ModelViewEntity               |W| [ExampleStatusDetail]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: statusDelay
2023-12-26 18:09:21,001 |delegator-startup-1  |ModelViewEntity               |W| [ProjectPhaseTaskActualRatedHoursView]: Conversion for complex-alias needs to be implemented for cache and in-memory eval stuff to work correctly, will not work for alias: totalRatedHours
2023-12-26 18:09:21,101 |delegator-startup-1  |ModelReader                   |I| Finished loading entities; #Entities=892 #ViewEntities=318 #Fields=9378 #Relationships=3022 #AutoRelationships=2221
2023-12-26 18:09:21,212 |delegator-startup-1  |GenericDelegator              |I| Doing entity definition check...
2023-12-26 18:09:21,245 |delegator-startup-1  |ModelEntityChecker            |I| [initReservedWords] array length = 1025
2023-12-26 18:09:21,578 |delegator-startup-1  |GenericDelegator              |W| =-=-=-=-= Found 2 warnings when checking the entity definitions:
2023-12-26 18:09:21,579 |delegator-startup-1  |GenericDelegator              |W| [FieldNameGT30] Column name [CORRECT_QUESTIONS_IN_THIS_TOPIC] of entity UserAttemptTopicMaster is longer than 30 characters.
2023-12-26 18:09:21,579 |delegator-startup-1  |GenericDelegator              |W| [RelFKNameGT18] The foreign key named DEPTID_IS_THE_PRIMKEY (length:21) was greater than 18 characters in length for relation department of entity employee.
2023-12-26 18:09:21,603 |OFBiz-batch-1        |GenericDelegator              |I| Delegator "default" initializing helper "localpostgresolap" for entity group "org.apache.ofbiz.olap".
2023-12-26 18:09:21,604 |OFBiz-batch-3        |GenericDelegator              |I| Delegator "default" initializing helper "localpostgrestenant" for entity group "org.apache.ofbiz.tenant".
2023-12-26 18:09:21,603 |OFBiz-batch-2        |GenericDelegator              |I| Delegator "default" initializing helper "localpostgres" for entity group "org.apache.ofbiz".
2023-12-26 18:09:21,689 |OFBiz-batch-2        |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2023-12-26 18:09:21,689 |OFBiz-batch-1        |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2023-12-26 18:09:21,689 |OFBiz-batch-3        |GenericDelegator              |I| Doing database check as requested in entityengine.xml with addMissing=true
2023-12-26 18:09:22,173 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Product Name is PostgreSQL
2023-12-26 18:09:22,173 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Product Name is PostgreSQL
2023-12-26 18:09:22,174 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Product Version is 12.16
2023-12-26 18:09:22,174 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Product Version is 12.16
2023-12-26 18:09:22,174 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Driver Name is PostgreSQL JDBC Driver
2023-12-26 18:09:22,174 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Driver Name is PostgreSQL JDBC Driver
2023-12-26 18:09:22,174 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Driver Version is 42.6.0
2023-12-26 18:09:22,174 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Driver Version is 42.6.0
2023-12-26 18:09:22,173 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Product Name is PostgreSQL
2023-12-26 18:09:22,174 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Product Version is 12.16
2023-12-26 18:09:22,174 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Driver Name is PostgreSQL JDBC Driver
2023-12-26 18:09:22,175 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Driver Version is 42.6.0
2023-12-26 18:09:22,177 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Driver JDBC Version is 4.2
2023-12-26 18:09:22,177 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Driver JDBC Version is 4.2
2023-12-26 18:09:22,177 |OFBiz-batch-2        |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2023-12-26 18:09:22,177 |OFBiz-batch-3        |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2023-12-26 18:09:22,178 |OFBiz-batch-2        |DatabaseUtil                  |I| - supports transactions     [true]*
2023-12-26 18:09:22,178 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation None            [false]
2023-12-26 18:09:22,178 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2023-12-26 18:09:22,178 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2023-12-26 18:09:22,178 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2023-12-26 18:09:22,180 |OFBiz-batch-3        |DatabaseUtil                  |I| - supports transactions     [true]*
2023-12-26 18:09:22,180 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation None            [false]
2023-12-26 18:09:22,180 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2023-12-26 18:09:22,180 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2023-12-26 18:09:22,180 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2023-12-26 18:09:22,180 |OFBiz-batch-3        |DatabaseUtil                  |I| - isolation Serializable    [true]
2023-12-26 18:09:22,183 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Driver JDBC Version is 4.2
2023-12-26 18:09:22,183 |OFBiz-batch-1        |DatabaseUtil                  |I| Database Setting/Support Information (those with a * should be true):
2023-12-26 18:09:22,183 |OFBiz-batch-1        |DatabaseUtil                  |I| - supports transactions     [true]*
2023-12-26 18:09:22,183 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation None            [false]
2023-12-26 18:09:22,183 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation ReadCommitted   [true]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation ReadUncommitted [true]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation RepeatableRead  [true]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - isolation Serializable    [true]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - forward only type         [true]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - scroll sensitive type     [false]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - scroll insensitive type   [true]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - is case sensitive         [false]
2023-12-26 18:09:22,184 |OFBiz-batch-2        |DatabaseUtil                  |I| - isolation Serializable    [true]
2023-12-26 18:09:22,184 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-26 18:09:22,185 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-26 18:09:22,185 |OFBiz-batch-1        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-26 18:09:22,185 |OFBiz-batch-3        |DatabaseUtil                  |I| - forward only type         [true]
2023-12-26 18:09:22,185 |OFBiz-batch-3        |DatabaseUtil                  |I| - scroll sensitive type     [false]
2023-12-26 18:09:22,186 |OFBiz-batch-3        |DatabaseUtil                  |I| - scroll insensitive type   [true]
2023-12-26 18:09:22,186 |OFBiz-batch-3        |DatabaseUtil                  |I| - is case sensitive         [false]
2023-12-26 18:09:22,186 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-26 18:09:22,186 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-26 18:09:22,186 |OFBiz-batch-3        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-26 18:09:22,187 |OFBiz-batch-2        |DatabaseUtil                  |I| - forward only type         [true]
2023-12-26 18:09:22,187 |OFBiz-batch-2        |DatabaseUtil                  |I| - scroll sensitive type     [false]
2023-12-26 18:09:22,188 |OFBiz-batch-2        |DatabaseUtil                  |I| - scroll insensitive type   [true]
2023-12-26 18:09:22,188 |OFBiz-batch-2        |DatabaseUtil                  |I| - is case sensitive         [false]
2023-12-26 18:09:22,189 |OFBiz-batch-2        |DatabaseUtil                  |I| - stores LowerCase          [true]
2023-12-26 18:09:22,189 |OFBiz-batch-2        |DatabaseUtil                  |I| - stores MixedCase          [false]
2023-12-26 18:09:22,189 |OFBiz-batch-2        |DatabaseUtil                  |I| - stores UpperCase          [false]
2023-12-26 18:09:22,197 |OFBiz-batch-3        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-26 18:09:22,198 |OFBiz-batch-3        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-26 18:09:22,198 |OFBiz-batch-3        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-26 18:09:22,198 |OFBiz-batch-3        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-26 18:09:22,198 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-26 18:09:22,198 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-26 18:09:22,199 |OFBiz-batch-3        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-26 18:09:22,199 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-26 18:09:22,199 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-26 18:09:22,199 |OFBiz-batch-3        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-26 18:09:22,199 |OFBiz-batch-3        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-26 18:09:22,199 |OFBiz-batch-3        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-26 18:09:22,200 |OFBiz-batch-3        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-26 18:09:22,200 |OFBiz-batch-3        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-26 18:09:22,200 |OFBiz-batch-3        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-26 18:09:22,200 |OFBiz-batch-2        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-26 18:09:22,200 |OFBiz-batch-3        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-26 18:09:22,200 |OFBiz-batch-2        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-26 18:09:22,200 |OFBiz-batch-3        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-26 18:09:22,200 |OFBiz-batch-2        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-26 18:09:22,200 |OFBiz-batch-3        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-26 18:09:22,200 |OFBiz-batch-3        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-26 18:09:22,200 |OFBiz-batch-2        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-26 18:09:22,201 |OFBiz-batch-2        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-26 18:09:22,201 |OFBiz-batch-2        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-26 18:09:22,201 |OFBiz-batch-2        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-26 18:09:22,201 |OFBiz-batch-2        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-26 18:09:22,201 |OFBiz-batch-3        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-26 18:09:22,201 |OFBiz-batch-2        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-26 18:09:22,201 |OFBiz-batch-3        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-26 18:09:22,201 |OFBiz-batch-2        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-26 18:09:22,201 |OFBiz-batch-3        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-26 18:09:22,201 |OFBiz-batch-2        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-26 18:09:22,202 |OFBiz-batch-2        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-26 18:09:22,203 |OFBiz-batch-2        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-26 18:09:22,203 |OFBiz-batch-2        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-26 18:09:22,229 |OFBiz-batch-3        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-26 18:09:22,245 |OFBiz-batch-2        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-26 18:09:22,308 |OFBiz-batch-1        |DatabaseUtil                  |I| - max table name length     [63]
2023-12-26 18:09:22,308 |OFBiz-batch-1        |DatabaseUtil                  |I| - max column name length    [63]
2023-12-26 18:09:22,308 |OFBiz-batch-1        |DatabaseUtil                  |I| - concurrent connections    [8192]
2023-12-26 18:09:22,308 |OFBiz-batch-1        |DatabaseUtil                  |I| - concurrent statements     [0]
2023-12-26 18:09:22,308 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Entry          [true]
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Intermediate   [false]
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - ANSI SQL92 Full           [false]
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Core     [false]
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Extended [false]
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - ODBC SQL Grammar Minimum  [true]
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - outer joins               [true]*
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - limited outer joins       [true]
2023-12-26 18:09:22,309 |OFBiz-batch-1        |DatabaseUtil                  |I| - full outer joins          [true]
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - group by                  [true]*
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - group by not in select    [true]
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - column aliasing           [true]
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - order by not in select    [true]
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - alter table add column    [true]*
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - non-nullable column       [true]*
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - default fetchsize        [0]
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| - named parameters         [ SKIPPED ]
2023-12-26 18:09:22,310 |OFBiz-batch-1        |DatabaseUtil                  |I| Getting Table Info From Database
2023-12-26 18:09:22,314 |OFBiz-batch-3        |DatabaseUtil                  |I| Reviewed 8 primary key fields from database.
2023-12-26 18:09:22,330 |OFBiz-batch-1        |DatabaseUtil                  |I| Getting Column Info From Database
2023-12-26 18:09:22,369 |OFBiz-batch-1        |DatabaseUtil                  |I| Reviewed 9 primary key fields from database.
2023-12-26 18:09:22,919 |OFBiz-batch-2        |DatabaseUtil                  |I| Reviewed 1717 primary key fields from database.
2023-12-26 18:09:22,940 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [DIFFICULTY_LEVEL] of table [public.QUESTION_MASTER] of entity [QuestionMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,945 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,945 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [IS_FLAGGED] of table [public.USER_ATTEMPT_ANSWER_MASTER] of entity [UserAttemptAnswerMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [NO_OF_QUESTIONS] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_WRONG] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_CORRECT] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_MASTER] of entity [UserAttemptMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,946 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [CORRECT_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,947 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [PERFORMANCE_ID] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,947 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [TOTAL_QUESTIONS_IN_THIS_TOPIC] of table [public.USER_ATTEMPT_TOPIC_MASTER] of entity [UserAttemptTopicMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,947 |OFBiz-batch-2        |DatabaseUtil                  |E| Column [MAX_SPLIT_ATTEMPTS] of table [public.USER_EXAM_MAPPING_MASTER] of entity [UserExamMappingMaster] is of type [int4] in the database, but is defined as type [INTEGER] in the entity definition.
2023-12-26 18:09:22,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.DEPT] exists in the database but has no corresponding entity
2023-12-26 18:09:22,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.EMP] exists in the database but has no corresponding entity
2023-12-26 18:09:22,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.EXAM_TOPIC_MAPPING] exists in the database but has no corresponding entity
2023-12-26 18:09:22,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.STAFFS] exists in the database but has no corresponding entity
2023-12-26 18:09:22,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.STUDENT] exists in the database but has no corresponding entity
2023-12-26 18:09:22,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.TEACHER] exists in the database but has no corresponding entity
2023-12-26 18:09:22,951 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [public.USER_EXAM_MAPPING] exists in the database but has no corresponding entity
2023-12-26 18:09:23,084 |main                 |ContainerLoader               |I| Started container delegator-container
2023-12-26 18:09:23,084 |main                 |ContainerLoader               |I| Starting container service-container
2023-12-26 18:09:23,084 |main                 |ContainerLoader               |I| Started container service-container
2023-12-26 18:09:23,084 |main                 |ContainerLoader               |I| Starting container catalina-container
2023-12-26 18:09:23,459 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [4] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\workeffort/entitydef/eecas.xml in loader main
2023-12-26 18:09:23,459 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [11] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\content/entitydef/eecas.xml in loader main
2023-12-26 18:09:23,461 |kJoinPool-1-worker-3 |EntityEcaUtil                 |I| Loaded [14] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\product/entitydef/eecas.xml in loader main
2023-12-26 18:09:23,470 |kJoinPool-1-worker-4 |EntityEcaUtil                 |I| Loaded [2] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\accounting/entitydef/eecas.xml in loader main
2023-12-26 18:09:23,486 |kJoinPool-1-worker-4 |EntityEcaUtil                 |I| Loaded [0] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\solr/entitydef/eecas.xml in loader main
2023-12-26 18:09:23,498 |kJoinPool-1-worker-1 |EntityEcaUtil                 |I| Loaded [15] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\lucene/entitydef/eecas_product.xml in loader main
2023-12-26 18:09:23,515 |kJoinPool-1-worker-2 |EntityEcaUtil                 |I| Loaded [3] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\order/entitydef/eecas.xml in loader main
2023-12-26 18:09:23,571 |kJoinPool-1-worker-3 |EntityEcaUtil                 |I| Loaded [1] Entity ECA definitions from C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\projectmgr/entitydef/eecas.xml in loader main
2023-12-26 18:09:23,863 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [1] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/groups_test.xml
2023-12-26 18:09:23,910 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [4] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/entityext/servicedef/groups.xml
2023-12-26 18:09:23,941 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [2] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/workeffort/servicedef/service_groups.xml
2023-12-26 18:09:23,967 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [1] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/product/servicedef/groups.xml
2023-12-26 18:09:24,012 |OFBiz-batch-1        |ServiceGroupReader            |I| Loaded [4] Group definitions from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/accounting/servicedef/groups.xml
2023-12-26 18:09:24,210 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/servicedef/secas_cdyne.xml
